date,view,label
2022-01-01,33,0
2022-01-02,30,0
2022-01-03,14,0
2022-01-04,23,0
2022-01-05,32,0
2022-01-06,19,0
2022-01-07,21,0
2022-01-08,40,0
2022-01-09,37,0
2022-01-10,21,0
2022-01-11,14,1
2022-01-12,18,1
2022-01-13,41,0
2022-01-14,57,0
2022-01-15,51,0
2022-01-16,53,0
2022-01-17,34,0
2022-01-18,34,0
2022-01-19,37,0
2022-01-20,44,0
2022-01-21,42,0
2022-01-22,37,0
2022-01-23,51,0
2022-01-24,35,0
2022-01-25,25,0
2022-01-26,43,0
2022-01-27,47,0
2022-01-28,31,0
2022-01-29,45,0
2022-01-30,28,0
2022-01-31,9,1
2022-02-01,57,0
2022-02-02,61,0
2022-02-03,86,1
2022-02-04,39,0
2022-02-05,57,0
2022-02-06,64,0
2022-02-07,37,0
2022-02-08,28,0
2022-02-09,32,0
2022-02-10,35,0
2022-02-11,36,0
2022-02-12,39,0
2022-02-13,57,0
2022-02-14,30,0
2022-02-15,23,0
2022-02-16,14,0
2022-02-17,16,0
2022-02-18,37,0
2022-02-19,47,0
2022-02-20,47,0
2022-02-21,22,0
2022-02-22,18,0
2022-02-23,24,0
2022-02-24,15,0
2022-02-25,16,0
2022-02-26,14,0
2022-02-27,12,0
2022-02-28,10,0
2022-03-01,16,0
2022-03-02,11,0
2022-03-03,7,0
2022-03-04,14,0
2022-03-05,11,0
2022-03-06,10,0
2022-03-07,1,1
2022-03-08,15,0
2022-03-09,8,0
2022-03-10,6,0
2022-03-11,7,0
2022-03-12,9,0
2022-03-13,13,0
2022-03-14,5,0
2022-03-15,3,0
2022-03-16,19,0
2022-03-17,12,0
2022-03-21,1,0
2022-03-28,1,0
2022-04-23,1,0
2022-05-09,1,0
2023-02-07,1,0
2023-05-28,1,0
2023-06-15,1,0
2023-07-17,1,0
2023-08-02,1,0
2023-08-13,1,0
2023-08-19,1,0
2023-08-25,2,0
2023-08-31,1,0
2023-09-24,1,0
