date,view,label
2022-03-10,60,0
2022-03-11,47,0
2022-03-12,32,0
2022-03-13,28,0
2022-03-14,68,0
2022-03-15,54,0
2022-03-16,64,0
2022-03-17,63,0
2022-03-18,66,0
2022-03-19,36,0
2022-03-20,34,0
2022-03-21,65,0
2022-03-22,47,0
2022-03-23,60,0
2022-03-24,86,0
2022-03-25,53,0
2022-03-26,51,0
2022-03-27,35,0
2022-03-28,49,0
2022-03-29,59,0
2022-03-30,46,0
2022-03-31,48,0
2022-04-01,68,0
2022-04-02,48,0
2022-04-03,27,0
2022-04-04,74,0
2022-04-05,76,0
2022-04-06,72,0
2022-04-07,80,0
2022-04-08,88,0
2022-04-09,52,0
2022-04-10,18,1
2022-04-11,35,0
2022-04-12,68,0
2022-04-13,72,0
2022-04-14,88,0
2022-04-15,63,0
2022-04-16,55,0
2022-04-17,30,0
2022-04-18,81,0
2022-04-19,52,0
2022-04-20,87,0
2022-04-21,63,0
2022-04-22,68,0
2022-04-23,51,0
2022-04-24,24,0
2022-04-25,58,0
2022-04-26,60,0
2022-04-27,53,0
2022-04-28,52,0
2022-04-29,65,0
2022-04-30,17,1
2022-05-01,18,1
2022-05-02,19,1
2022-05-03,22,1
2022-05-04,53,0
2022-05-05,63,0
2022-05-06,83,0
2022-05-07,45,0
2022-05-08,40,0
2022-05-09,54,0
2022-05-10,53,0
2022-05-11,54,0
2022-05-12,79,0
2022-05-13,65,0
2022-05-14,33,0
2022-05-15,44,0
2022-05-16,63,0
2022-05-17,53,0
2022-05-18,73,0
2022-05-19,72,0
2022-05-20,84,0
2022-05-21,63,0
2022-05-22,28,0
2022-05-23,73,0
2022-05-24,99,0
2022-05-25,72,0
2022-05-26,55,0
2022-05-27,52,0
2022-05-28,54,0
2022-05-29,35,0
2022-05-30,98,0
2022-05-31,53,0
2022-06-01,86,0
2022-06-02,73,0
2022-06-03,83,0
2022-06-04,38,0
2022-06-05,32,0
2022-06-06,62,0
2022-06-07,82,0
2022-06-08,75,0
2022-06-09,74,0
2022-06-10,80,0
2022-06-11,64,0
2022-06-12,55,0
2022-06-13,105,0
2022-06-14,110,0
2022-06-15,83,0
2022-06-16,83,0
2022-06-17,89,0
2022-06-18,78,0
2022-06-19,33,0
2022-06-20,94,0
2022-06-21,87,0
2022-06-22,82,0
2022-06-23,84,0
2022-06-24,94,0
2022-06-25,67,0
2022-06-26,31,0
2022-06-27,89,0
2022-06-28,76,0
2022-06-29,74,0
2022-06-30,74,0
2022-07-01,81,0
2022-07-02,74,0
2022-07-03,50,0
2022-07-04,115,1
2022-07-05,100,0
2022-07-06,83,0
2022-07-07,97,0
2022-07-08,73,0
2022-07-09,51,0
2022-07-10,36,0
2022-07-11,76,0
2022-07-12,66,0
2022-07-13,85,0
2022-07-14,96,0
2022-07-15,82,0
2022-07-16,55,0
2022-07-17,35,0
2022-07-18,71,0
2022-07-19,68,0
2022-07-20,54,0
2022-07-21,70,0
2022-07-22,86,0
2022-07-23,47,0
2022-07-24,24,0
2022-07-25,80,0
2022-07-26,67,0
2022-07-27,64,0
2022-07-28,83,0
2022-07-29,67,0
2022-07-30,57,0
2022-07-31,29,0
2022-08-01,62,0
2022-08-02,76,0
2022-08-03,88,0
2022-08-04,79,0
2022-08-05,85,0
2022-08-06,47,0
2022-08-07,37,0
2022-08-08,80,0
2022-08-09,65,0
2022-08-10,62,0
2022-08-11,73,0
2022-08-12,64,0
2022-08-13,36,0
2022-08-14,36,0
2022-08-15,80,0
2022-08-16,77,0
2022-08-17,81,0
2022-08-18,80,0
2022-08-19,70,0
